destination,Afghanistan,Albania,Algeria,American_Samoa,Andorra,Angola,Anguilla,Antigua_and_Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia_(Plurinational_State_of),Bonaire_Sint_Eustatius_and_Saba,Bosnia_and_Herzegovina,Botswana,Brazil,British_Virgin_Islands,Brunei_Darussalam,Bulgaria,Burkina_Faso,Burundi,Cabo_Verde,Cambodia,Cameroon,Canada,Cayman_Islands,Central_African_Republic,Chad,Channel_Islands,Chile,China,Hong_Kong,Macao,Colombia,Comoros,Congo,Cook_Islands,Costa_Rica,C?te_d'Ivoire,Croatia,Cuba,Cura?ao,Cyprus,Czech_Republic,Democratic_People's_Republic_of_Korea,Democratic_Republic_of_the_Congo,Denmark,Djibouti,Dominica,Dominican_Republic,Ecuador,Egypt,El_Salvador,Equatorial_Guinea,Eritrea,Estonia,Ethiopia,Faeroe_Islands,Falkland_Islands_(Malvinas),Fiji,Finland,France,French_Guiana,French_Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy_See,Honduras,Hungary,Iceland,India,Indonesia,Iran_(Islamic_Republic_of),Iraq,Ireland,Isle_of_Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao_People's_Democratic_Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall_Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia_(Federated_States_of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New_Caledonia,New_Zealand,Nicaragua,Niger,Nigeria,Niue,Northern_Mariana_Islands,Norway,Oman,Pakistan,Palau,Panama,Papua_New_Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto_Rico,Qatar,Republic_of_Korea,Republic_of_Moldova,R?union,Romania,Russian_Federation,Rwanda,Saint_Helena,Saint_Kitts_and_Nevis,Saint_Lucia,Saint_Pierre_and_Miquelon,Saint_Vincent_and_the_Grenadines,Samoa,San_Marino,Sao_Tome_and_Principe,Saudi_Arabia,Senegal,Serbia,Seychelles,Sierra_Leone,Singapore,Sint_Maarten_(Dutch_part),Slovakia,Slovenia,Solomon_Islands,Somalia,South_Africa,South_Sudan,Spain,Sri_Lanka,State_of_Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian_Arab_Republic,Tajikistan,Thailand,The_former_Yugoslav_Republic_of_Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad_and_Tobago,Tunisia,Turkey,Turkmenistan,Turks_and_Caicos_Islands,Tuvalu,Uganda,Ukraine,United_Arab_Emirates,United_Kingdom_of_Great_Britain_and_Northern_Ireland,United_Republic_of_Tanzania,United_States_of_America,United_States_Virgin_Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela_(Bolivarian_Republic_of),Viet_Nam,Wallis_and_Futuna_Islands,Western_Sahara,Yemen,Zambia,Zimbabwe
Panama,,,,,,,,,580,,,115,41,,,,7,137,,26,64,,,,213,,,,633,,,25,,,,,,140,,,,,998,10235,187,,13968,,,,3919,,36,3267,61,,16,,,19,,12,1474,1414,21,2396,,,,,,,,7,260,,,,,0,284,,,235,,21,,,376,,,46,122,,638,79,,1474,49,31,,9,,414,454,942,169,43,,,,,,,,282,,,11,,15,,,,12,,,,,,,,,1393,,,,,,24,,23,,,,79,,17,4553,,7,,,7,,43,,,,38,1781,223,67,177,253,,96,,,38,408,,,,,11,,,,,18,,27,,,10,,5,,,,12,,2506,,56,,,,27,84,83,,3,,,,,,64,,33,,,,,66,,319,,3318,,147,,,487,5,,,,,
Papua_New_Guinea,,,,,,,,,,,,13916,,,,,,,,,,,,,,,,,,,,,,,,,,358,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,239,7118,,,67,,,,,263,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,2540,,,,,,,,,,,,,,2005,,,,,87,,,,41,,,,,,,,,,,,,,,71,,,,324,,,,,118,,,,,,,,,,,,,,40,,,,,,,,,,2192,38,1110,,,,152,,,,,,,
Paraguay,,,,,,,,,50447,,,,,,,,,,,,,,,,809,,,,111355,,,,,,,,,1418,,,,,2460,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,,,,,,2108,,,,,,,,,,,,,,,,,,,,,,,,699,,2648,,,,,,,,,,,,,,,,,,,,,,,,,,,3059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,,,,5162,,,,,,,,,,,,,,,,,,,,,,,,,,,1114,,,,,,,,,,,,,,,,,,,,,,,,,140,,1582,,3293,,,,,,,,,
Peru,,,12,,,10,,,8122,,,420,140,,,,,,,438,,,,,4094,,,,3476,,,48,,,,,,875,,,,,5138,2923,,,4247,,,,240,,65,646,,,64,61,,173,,,128,2855,13,76,,,11,,,,,50,1651,24,,,,,2092,,,41,,,,,115,,,,34,,118,45,10,147,29,40,12,150,,362,2393,,2398,27,,,,,,,,49,,,,,,10,,,30,,,14,,,,,,1067,,,,,,27,,,,,,484,,67,114,,,,,74,,51,,246,,389,,230,142,91,97,,475,,,130,449,,,,,,16,,,,22,,,,,,,,19,,,82,,3631,,,,,,201,557,,,14,,,,,,,,37,,,,,171,,1185,,7050,,437,,,2316,,,,,,
Philippines,25,421,795,,,581,,,32,31,9,943,92,,,19,70,,,76,,,,,108,,,,123,,106,,,,12,7528,,628,,,,,9,53792,196,,156,,121,,21,,,,,,,1321,1,182,,,,105,33,,,,,,,,,9,197,,,,,,704,8,,19,,,,58,9,,,,,,,3,0,2611,3752,212,18,33,,59,207,,2891,182,,4,,47,,4321,,30,,,32,,,,,,245,,,,,,,,,31,,,,,,,,55,,,74,82,,117,,,45,,,100,93,262,3,,9,,6,,12,25,8,27,593,,,2,23,,,,,,,,,,227,,,,,133,,,,,,186,,257,43,,17,28,,99,250,19,,180,,7,,,,,17,202,,,,,,99,6028,,17746,,,,,,18174,,,,,
Poland,219,82,643,,,38,,,251,1181,,863,6119,356,,,60,,148245,3969,,,,,35,,4625,,299,,,2414,,,,31,14,2207,,,,,33,922,,,81,,68,,28,,1142,261,,62,8798,,,998,,,4,43,289,,,3,402,68,,,,272,49150,,,,,460,144229,65,,3964,,,,,,17,,18,,,,1907,58,436,62,197,562,101,,542,6091,,326,223,4778,75,,194,106,,3167,467,,,433,,113201,177,,,11,,35,,,,,,,165,,3,234,275,,221,18,,,,13,1368,,71,,,281,,,447,,85,,34,,,143,67,,85,,9,53,467,,4748,76953,,,,,,,,,,34,34,4743,,,,,2149,183,,,376,,1577,35,,88,,,998,718,785,85,53,291,,,,,,187,641,62,,,61,438692,118,3732,71,12778,,14,498,,67,2343,,,132,53,35
Portugal,,11,55,,122,141573,,,303,16,,348,113,2,,,76,,38,1464,,7,,,15,,13,,23722,,,183,,,30179,,16,4262,,,,,55,673,27,842,107,,532,,,27,27,116,,5,37,1,472,276,,,10,65,30,6,16,,66,3,,,,91,58434,,,21,7,40,16069,15,,42,,,,,7,86,6588,,,,,63,9,1939,28,52,16,199,,28,985,7,81,3,27,43,,,,,20,17,,8,2,1,38,1485,10,55,10,,12,6,,,8,,,62,,,,0,,395,74609,,,,9,1823,,13,,,42,,,82,,250,,35,,6,59,74,104,,,,21,887,,818,680,,,,,,,,,5581,,183,46,,12,7,,8,8,,,6464,,11027,3,,,,48,216,3766,10,,18,3,654,8,,,,15,31,,,,17,3196,,6866,48,5467,,39,5,,14959,5,,,,,395
Puerto_Rico,,,,,,,,,1234,,,,,,,,,,,,,,,,109,,,,185,,,,,,,,,231,,,,,924,339,,,3399,,,,487,,,19579,,,,,,,,2567,37207,573,69,519,,,,,,,,,278,,,,,,2231,,,,,,,,487,,,99,295,,435,,,96,,,,,,87,483,84,163,175,,,,,,,,35,,,,,,,,,,,,,,,,,,1907,,,,,,,,,,,,53,,,460,,,,,,,,,1873,,,703,274,36,68,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,4542,,,,,,,,,,35,,,,,,337,,42,,,,,,,336,,227483,936,,,,1264,124,,,,,
Qatar,384,,,,,,,,,,,,,,,54,36556,,,,,,,,,,,,,,,,,,,,,,,,10484,,,,,,,,,,,,,,,,,,,,,,,,250,,,639,,908,,,,,102,,,,,,,,,,,,,,,,,,,,,,,2738,108178,,,,,,,,,10999,,,,6155,,,,3090,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,459,407,,,,,311,,,,,334,,,,,,37462,,,,,,,,,,,,,,,,,,,14187,,,,,,,,,,109,,608,,932,7574,3178,,,,,526,,1377,,,,,,,277,2308,,,,,,39178,2886,,809,,,,,,,,,10506,,
Republic_of_Korea,,,,,,,,,,,,315,,,,,658,,,,,,,,,,,,,,,,,,,3,,513,,,,,,19827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,,,,,,645,,,,,,,,,,,,,,,,,136,65,,,,,,,,4447,,97,,,,0,,,,,,,,,,,,51,,,,,,,,,,,,112,,,,,88,,,10,,,39,,,0,,,,,269,,,,,,482,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,0,,,60,,,,,,,,,43,,,,,,,,,,,,,,,559,,11713,,,30,,,215,,,,,
Republic_of_Moldova,,,,,,,,,,,,,,3750,,,,,13665,,,,,,,,,,,,,462,,,,,,,,,,,,,,,,,,,,,,,,,519,,,,,,,,,,,,,,,,,,,,,,,3550,427,,,38,,,,,,,,,,,,694,,,,,,,,20,116,,,,20541,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,794,403,,,,,,5142,227107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,245741,,,,,,,4025,,,,,,,,
R?union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,,,,,,,,,,,,,,,,,,,,,,,,,,,37516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3339,,,,,,,,,1008,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,,591,3,,,,,,,1,,,722,,,,3,,,273,,,,,,,,,2,,,24353,,,,,0,,,,,,0,605,,,,,,,,,,1,,18,829,,,51,,,0,,7,,,,,,,,,,427,,,,,0,1783,0,,4380,,,,,,1,,,,,,9320,,0,,853,299,96,,262,461,,,261,0,,,,,,,306,,,,,0,,,,,,0,,,,,,,4,,,,,,4,,,,,,59,,,,,1,,,120,,1,,,,0,,,538,48,,,,52248,,,7224,,,,,,,,,,,0,565,,,,,,,,,,,106,,7,,,,177,106,2087,,,,,,,,,2,878,,,,,15695,,273,,705,,,,,3,4,,,,,
Russian_Federation,19103,1026,1303,959,,519,304,,582,535266,,761,3776,936852,,,1280,,809353,859,,317,,,392,,876,194,577,,,10760,525,171,52,227,738,394,,131,161,,638,67405,38,,336,17,492,,35,113,365,2689,,479,13710,9699,,2445,,,,336,1499,,29,,62441,438,,,,1737,1474,,,,,656888,144895,286,,1997,,,,,,429,342,,,,,18236,54,9801,377,3096,1424,194,,2842,1020,,655,1555,2349697,394,,248,433625,100,95730,2133,,,373,,82889,92,144,12,557,135,196,575,,,,273,,173,,192,21142,538,,1755,111,411,106,,573,371,,196,71,27,1165,,254,1134,61,1683,,81,,104,784,190,31333,129,,115,2014,292807,,3936,,177,,,,,,,31,,317,108,,,,60,,1020,138,,129,246,,840,1020,1808,588,,,340,407,5464,424727,75,359,,,,,,607,13032,165923,,29,100,3301922,283,899,269,3077,,479,890893,,371,32251,,111,986,354,265
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26238,,,,,,,,,,,,,,,,,,,,,,,,,62526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34106,,,,15825,,,,,,,,,,,,
Saint_Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,274,,,,,,,,,,,,,
Saint_Kitts_and_Nevis,,,,,,,,175,,,,,,,5,,,41,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,335,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,265,,,,,,,,,,
Saint_Lucia,,,,,,,16,49,,,8,7,,,6,,,324,,,1,,3,,,,,,5,2,,,,,,,,107,2,,,,,21,,,,,,,,,,10,,,,,,,,96,20,,,,,,,2,,,,,31,127,,,,,31,10,,,,67,19,,2,,,821,,,,,,49,,,,,,,7,78,11,,,,,,,,,4,,,,,,,,,,,,,,198,,,,4,,,,,14,,,,,,,9,,1,,,6,,,,,8,,12,,,,,,,7,,,,,,,,,19,,,182,,,,,,,,,,,,,,,4,,,,,,18,,,,12,,,,,,,,325,,,,,,,,,405,,276,9,,,,27,,,,,,1
Saint_Pierre_and_Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,
Saint_Vincent_and_the_Grenadines,,,,,,,,51,,,,,,,,,,303,,,,,,,,175,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,134,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,377,,,,,,209,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,208,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,837,,,,,,,,,682,,291,,,,,,,,,,,
Samoa,,,,995,,,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,93,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,68,,8,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1041,,,,7,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,131,47,,,,,,39,,,,47,,266,,,,9,,,,,,,
San_Marino,,27,,,,,,,68,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,43,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
Sao_Tome_and_Principe,,,,,,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi_Arabia,166255,,,,,,,,,,,,,,,,479380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357540,,,,,61017,,,,,,,,,,,,,,,,,,,,,,,,,,,,906468,635007,,42857,,,,,,,90278,,,,,,,,57203,,,,,,,,,,,,,,,,,,,,,,,,,,89529,,,177661,,,,,,,,,,,556715,,,,,,239551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200579,,178769,,,,,305838,,,,,,,,,,,,,,,,,,,,,,,,,,,,286032,,
Senegal,,,3464,,,,,,,,,,,,,,,,,,,2984,,,,,,,536,,,,,,,,837,,,,,,,,,,,,,,,2322,,,,,,,,,,,,,,,,,,,,,,,11453,,,,4263,,721,1476,,,,,,,,42570,23825,,,,,,,,,,,,,,,,,,,,,,,,,911,,,,,,,,,,,28161,,,,89862,,,,,,,,,3405,,,,,,,,,,1397,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177,,,,12313,,,,,,,,,,,,,,,,,,,,,,1380,,,,,,,,,,,,,,662,,,,,,,,,,,
Serbia,,57,6,,,,,,5,19,,82,860,,,,,,16,13,,,,,,,42141,,5,,,139,,,,,,1,,,,,,216,,,,,,,,,35548,3,,21,63,,,11,,,,,9,,,,,,,,,3,10,,,,,5,31,3,,112,,,,,,,,,,,,221,,36,3,7,21,6,,13,51,,4,12,11,,,8,,,,5,,,45,,3,11,,,,,,6,,,,,,2,,,,9511,,3,,,,,,92,,2,,,,,,1,,,,,,,5,5,81,4,,,2,28,,443,361,,,,,,,,,,,,,,,,,58,1343,,,3,,19,,9,,,,146,350,14,,,6395,,,,,,4,47,3,,,,156,2,79,,157,,,9,,4,,,,,6,3
Seychelles,,,,,,,,,,,,67,,,,,11,,,32,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,180,,,,,,40,,,,,,,,,,,,,,,,,1276,2,,,,,,22,,,,,25,,,,,,,,,,,,,34,,,2,,,,,,258,,,,,,,,,,,,,27,,,,,,25,,,,,23,,,,,,61,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,11,83,,11,316,,,,,,,,,5,,,,,,,,,,,,5,,,274,,,,,,,,,,,,,
Sierra_Leone,,,,,,,,,,,,,,,,,,,,,,262,,,,,,,,,,,35,,5,,,38,,,,,,280,,,,,,,,74,,,,,,7,,,,,,,,,,,,,,,,,,,,,5240,,135,1307,,,,,,,,74269,24,,,,,,,405,,,,,,,,,7,,,,,,,,,2190,,130316,,,,,,,,,1953,,,,142,,,,,,,,,,,,,,,,,,,161,2116,,,,,,,,,,,,,,,,15,,,,75,,,,,,,,,,,737,,,,,,,,,,239,,,,,,,,,,,,,,,43,,,,,,,,,,,,611,,506,,,,,,,,,,,
Singapore,,,,,,,,,,,,2913,,,,,8818,,,,,,,,,,,,,,,,,,,,,717,,,,,,150447,15043,11755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14109,21520,,,,,,,,,,,,,,,,,,,,,,,,,,195072,,,,,,,,,,,,,,,,,,,,,,,1131,,,,,,,,12345,,,,,,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5788,,,,,,,,,1438,,,,,,,,,,,,,,,,,3423,,,,,,,,,,,
Sint_Maarten_(Dutch_part),,,,,,,0,0,,,0,,,,,,,0,,,,,,,,0,,,,0,,,,,,,,0,,,,,,0,,,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,0,0,,,,,0,0,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,0,0,,,,0,,,,,,
Slovakia,26,6,8,,,11,,,20,37,,18,281,4,,,,,60,62,,,,,,,47,,4,,,362,,,,,,40,,,8,,2,49,,,3,,1,,,,95,23,,4,26268,,,6,,,,1,9,,,,3,5,,,,4,484,,,,,11,255,1,,9,,,,,,,,,,,,6010,0,7,0,11,10,1,,15,41,,6,9,21,1,,10,3,,5,14,,,7,,9,14,,,,,,1,,,,,,3,,,11,10,,3,,,,,,11,,1,,,1,,,3,,2,,,,,5,0,1207,1,,,0,8,,1115,622,,,,,,,,,,2,,383,,,,,,15,,,6,,10,,6,,,,8,18,37,,1,54,,,,,,6,10,,,,,2619,4,34,,290,,,8,,,241,,,6,,
Slovenia,1,15,4,,,,,,92,,,226,4461,,,,,,16,250,,,,,,,70670,,7,,,65,,,,,0,274,,12,,,7,61,,,2,,,,,,49504,2,,,396,,,14,,,3,,14,,,,0,,,,,2,1408,,,,,,8402,5,,45,,,,,,,,,,,,385,,11,2,8,12,2,,3,4654,,8,8,4,5,,,,,3,4,,,8,,2,29,,,,,,,,,,,,5,,,,2646,,3,,,,,,261,,1,,,2,,,,,3,,,,,4,3,62,3,,,1,17,,63,171,,,,,,,,,,,,24825,,,,,35,,,,5,,128,,,4,,,248,798,1,,5,6720,,,,,,2,5,,,,,89,,75,,734,,,2,,5,,,,,,
Solomon_Islands,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,101,,,,991,,,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,129,141,,,,,,,,,,,1110,,,147,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,135,,,,9,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South_Africa,59,78,348,,,6602,,,623,,,4199,3523,,,161,2469,30,113,5864,,192,61,,158,,147,18470,979,23,23,3836,,2092,,,2303,2877,,118,,,650,8690,1786,,118,194,1302,,,1115,479,317,,944,953,137,7456,977,,,,,837,,,521,68,2873,,,47,576,5608,,,306,,,33946,6486,26,3191,,,,,90,78,30,54,,,,,16,8356,1191,680,142,5788,,2441,10652,192,1070,54,,2140,,90,0,33,199,903,187019,308,158,,192,14,422,13336,889,54,104,163,,,,4711,,78,,11,,,,1058,346433,211,10904,23,125,17440,,1402,106,21,16073,21,28,533,33,1523,,59,59,116,199,1485,1622,19125,,,1625,,1143,773,1193,2094,220,26,,,,,,,604,2683,1964,28,384,427,,201,,,3233,,,488,963,97,2619,,34114,116,4268,113,,151,59,,,,,26,111,792,,,,4621,1822,175,117362,26,9267,,111,,,296,156,,,83,6346,61875
South_Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Spain,24,162,11518,,2008,1201,,,42923,282,,2358,2259,35,5,3,248,3,54,16881,3,30,,,1806,,643,,13454,,1,1084,96,5,1274,5,428,2236,,13,7,,11887,8432,,,12548,,93,,644,152,218,21854,,149,685,17,621,3729,1,359,15160,3734,1040,1195,6040,6,18,118,,,3,2803,100111,,,22,2779,102,80772,436,,639,,,,,975,2316,539,8,38,,1169,587,138,4147,595,1771,638,2044,,656,12204,20,1640,910,8,230,,41,17,20,50,1282,,620,78,58,37,658,39,3,41,,351,95,,,702,19,,9649,15,82,10,0,,133341,101,7,7,,45,13912,,128,1002,18,704,,,3145,1,2213,,1236,1,907,18828,8682,4206,35909,,5,1257,17,,2145,3120,23,,,3,,,,9,14,157,3334,0,3,212,35,,110,49,,18,740,,,45,,36,11,,5755,32884,1927,1,271,39,,41,,,13,574,454,1,,12,11,408,14,61463,28,12187,,10922,27,,32469,363,,,21,13,23
Sri_Lanka,0,,,,,,,,,,,51,,,,4,7,,,,,,,2,,,,,,,,,,,,,,2,,,,,,37,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,0,50,,,,,,21,,,1,,,,,,,,,0,,,,,39329,3,1,0,,,0,3,,9,3,,,,20,,,,8,,,0,,,,,,22,17,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,1,3,173,,,,,,,,0,,3,7,,,,1,,,,,,,,,,15,,,0,,8,,,,,,3,,0,,,,,,29,6,0,,3,,,,,,,,0,,,,,,19,48,,18,,,,,,,,,,,
State_of_Palestine,,,,,,,,,,,,,,,,8351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98290,,,,55317,,,,16702,,,,2342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9110,,,,,,,,,,,9870,,,,,,,,,,,,,,,21258,,,,,,,,,,,,,,,,,,,,,5224,,,,,,,,,850,,,,,,,10629,,,8436,,,,,,,,,1486,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17911,196164,,,1678,,,,,,,,,,,,,,,15855,,,,,,21455,,,64790,,942295,,,,,,,,,,,,,,,,,,,,,,,,,,,,2259,,,,,,,,,,,,6118,,,,,,,,,2388,,,,,,,,1058,,,,,,,,,,,,,,,,,,,,,,,,23208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,74433,,,,,,,,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,,,,,,,,,,,,,,,2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
