destination;Afghanistan;Albania;Algeria;American_Samoa;Andorra;Angola;Anguilla;Antigua_and_Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia_(Plurinational_State_of);Bonaire_Sint_Eustatius_and_Saba;Bosnia_and_Herzegovina;Botswana;Brazil;British_Virgin_Islands;Brunei_Darussalam;Bulgaria;Burkina_Faso;Burundi;Cabo_Verde;Cambodia;Cameroon;Canada;Cayman_Islands;Central_African_Republic;Chad;Channel_Islands;Chile;China;Hong_Kong;Macao;Colombia;Comoros;Congo;Cook_Islands;Costa_Rica;C?te_d'Ivoire;Croatia;Cuba;Cura?ao;Cyprus;Czech_Republic;Democratic_People's_Republic_of_Korea;Democratic_Republic_of_the_Congo;Denmark;Djibouti;Dominica;Dominican_Republic;Ecuador;Egypt;El_Salvador;Equatorial_Guinea;Eritrea;Estonia;Ethiopia;Faeroe_Islands;Falkland_Islands_(Malvinas);Fiji;Finland;France;French_Guiana;French_Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy_See;Honduras;Hungary;Iceland;India;Indonesia;Iran_(Islamic_Republic_of);Iraq;Ireland;Isle_of_Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Lao_People's_Democratic_Republic;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall_Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Micronesia_(Federated_States_of);Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New_Caledonia;New_Zealand;Nicaragua;Niger;Nigeria;Niue;Northern_Mariana_Islands;Norway;Oman;Pakistan;Palau;Panama;Papua_New_Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto_Rico;Qatar;Republic_of_Korea;Republic_of_Moldova;R?union;Romania;Russian_Federation;Rwanda;Saint_Helena;Saint_Kitts_and_Nevis;Saint_Lucia;Saint_Pierre_and_Miquelon;Saint_Vincent_and_the_Grenadines;Samoa;San_Marino;Sao_Tome_and_Principe;Saudi_Arabia;Senegal;Serbia;Seychelles;Sierra_Leone;Singapore;Sint_Maarten_(Dutch_part);Slovakia;Slovenia;Solomon_Islands;Somalia;South_Africa;South_Sudan;Spain;Sri_Lanka;State_of_Palestine;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian_Arab_Republic;Tajikistan;Thailand;The_former_Yugoslav_Republic_of_Macedonia;Timor-Leste;Togo;Tokelau;Tonga;Trinidad_and_Tobago;Tunisia;Turkey;Turkmenistan;Turks_and_Caicos_Islands;Tuvalu;Uganda;Ukraine;United_Arab_Emirates;United_Kingdom_of_Great_Britain_and_Northern_Ireland;United_Republic_of_Tanzania;United_States_of_America;United_States_Virgin_Islands;Uruguay;Uzbekistan;Vanuatu;Venezuela_(Bolivarian_Republic_of);Viet_Nam;Wallis_and_Futuna_Islands;Western_Sahara;Yemen;Zambia;Zimbabwe;;
Nigeria;;;;;;;;;;;;;;;;;;;;;;117556;;;;;;;;;;;;;;;10384;;;;11265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7931;;;;;;;;;39251;;;;;;;;;;;;;;;;;;;;;;;39858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1574;;;;;;;;;;;;;;;;;;;;;;52442;;;;;;;;;;;;;;;;;;;;;;;;;;Benin;117556
Niue;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79;;;;;;57;;;;;;14;;;;;;;;;;;;New_Zealand;192
Northern_Mariana_Islands;;;;;;;;;;;;;;;;;590;;;;;;;;;;;;;;;;;;;;;;;;;;;7844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1186;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;;;101;;;;;;1760;;;;;;;;;;191;;;;;;;;;;;;1198;;;;;12905;;;1133;;1938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1530;;;;;;;;;;;;Philippines;12905
Norway;351;81;558;;;41;;;491;15;;878;936;3;8;12;492;14;36;818;;3;;8;171;;9401;36;895;;20;566;10;3;167;155;149;2121;;;9;;5249;2878;854;22;2584;;172;;157;92;102;49;;91;185;23;27;21161;3;;128;272;310;81;;44;159;2227;742;;17;4533;2459;;;;676;11;9318;1104;;495;155;;;;234;27;10;69;10;;63;1328;2601;4621;463;7055;2376;474;;506;1157;54;867;74;6;618;;94;0;64;130;997;;71;54;6;75;67;365;3;230;;14;35;;;7;148;;262;;;0;0;;3044;32;47;20;;71;3552;;305;57;5;370;;;;13;11567;;21;;55;417;4686;5157;630;0;0;5355;4;;577;820;33;;;;;;;;;69;44;0;;153;314;;18;10;;3293;641;0;1403;6122;0;138;9;;23219;1237;420;0;2238;26;;39;;;223;447;5974;0;;;325;77;34;13692;350;15407;;145;4;;133;10594;;0;22;140;90;Sweden;23219
Oman;;;;;;;;;;;;;;;;294;82653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27544;;;;;;;;;;663;;;;;;;;;;;;;;;;;;;;;;;282987;12728;;1361;;;;;;;8732;;;;177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;780;;;;;;;;;;59439;;;;;;7180;;;;77;;;;;;;;;;;;;;;595;;;;;;;;;;;;;;14591;;8625;;;;;;;;;;;;;;;;;;;;;7470;5188;;;;;;;;;;;;;;India;282987
Pakistan;1212572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2445179;502;3060;466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;India;2445179
Palau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;258;;;;;;;;;;;;;;;;;;;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;;;;;;;;;;;;;;;;;;159;;;;;;;;;2654;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;535;;;;;;;;;;;;Philippines;2654
Panama;;;;;;;;;667;;;79;45;;;;9;88;;23;72;;;;194;;;;695;;;44;;;;;;280;;;;;997;10439;270;;17179;;;;4155;;39;2396;88;;20;;;28;;17;3554;1604;30;2146;;;;;;;;8;282;;;;;0;344;;;224;;11;;;473;;;38;204;;715;47;;1738;70;45;;15;;472;500;724;244;61;;;;;;;;303;;;15;;20;;;;17;;;;;;;;;1810;;;;;;33;;32;;;;90;;24;4593;;9;;;6;;45;;;;35;2170;323;71;152;285;;139;;;52;396;;;;;15;;;;;25;;29;;;14;;5;;;;17;;2432;;80;;;;37;121;119;;3;;;;;;53;;35;;;;;94;;314;;4134;;199;;;715;6;;;;;;Colombia;17179
Papua_New_Guinea;;;;;;;;;;;;14258;;;;;;;;;;;;;;;;;;;;;;;;;;366;;;;;;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;;;;;;;;;;;;;;;;;;;;;;;244;7293;;;68;;;;;269;;;;;;;;;;;;;;;;;;117;;;;;;;;;;;;;;;;;;;;;;;2602;;;;;;;;;;;;;;2054;;;;;89;;;;42;;;;;;;;;;;;;;;72;;;;331;;;;;120;;;;;;;;;;;;;;40;;;;;;;;;;2245;38;1137;;;;155;;;;;;;;Australia;14258
Paraguay;;;;;;;;;57525;;;;;;;;;;;;;;;;976;;;;97450;;;;;;;;;1999;;;;;2425;1419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;594;;;;;;1994;;;;;;;;;;;;;;;;;;;;;;;;845;;2448;;;;;;;;;;;;;;;;;;;;;;;;;;;2440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;842;;;;4026;;;;;;;;;;;;;;;;;;;;;;;;;;;1057;;;;;;;;;;;;;;;;;;;;;;;;;169;;1684;;3303;;;;;;;;;;Brazil;97450
Peru;;;11;;;9;;;7087;;;367;123;;;;;;;383;;;;;3572;;;;3033;;;42;;;;;;764;;;;;4483;2551;;;3706;;;;210;;57;564;;;56;54;;151;;;112;2491;12;67;;;10;;;;;44;1441;21;;;;;1826;;;36;;;;;101;;;;30;;103;40;9;129;26;35;11;131;;316;2088;;2093;24;;;;;;;;43;;;;;;9;;;27;;;13;;;;;;931;;;;;;24;;;;;;423;;59;100;;;;;65;;45;;215;;340;;201;124;80;85;;415;;;114;392;;;;;;14;;;;20;;;;;;;;17;;;72;;3168;;;;;;176;486;;;13;;;;;;;;33;;;;;150;;1034;;6151;;382;;;2021;;;;;;;Argentina;7087
Philippines;353;440;586;;;1363;;;302;75;33;1466;768;;;3688;361;;;405;;;;;280;;;;1874;;400;;;;10;3387;;1097;;;;;51;62449;203;;93;;296;;21;;;;;;;3229;1;451;;;;257;162;;;;;;;;;192;246;;;;;;1028;8;;115;;;;489;125;;;;;;;56;25;3180;3716;521;18;107;;269;538;;4013;102;;122;;45;;2131;;74;;;33;;;;;;246;;;;;;;;;59;;;;;;;;170;;;303;136;;97;;;160;;;560;228;656;522;;167;;227;;38;46;27;67;1062;;;68;45;;;;;;;;;;484;;;;;159;;;;;;455;;149;85;;17;69;;96;271;19;;131;;757;;;;;113;493;;;;;;242;17403;;23591;;;;;;8244;;;;;;China;62449
Poland;187;70;549;;;32;;;214;1010;;737;5234;304;;;51;;126812;3395;;;;;30;;3955;;255;;;2064;;;;26;11;1887;;;;;28;788;;;69;;58;;24;;976;223;;53;7526;;;853;;;3;36;246;;;2;343;58;;;;232;42043;;;;;393;123377;55;;3390;;;;;;14;;15;;;;1631;49;372;53;168;480;86;;463;5210;;278;190;4087;64;;165;90;;2708;399;;;369;;96834;151;;;9;;30;;;;;;;140;;2;200;235;;189;15;;;;10;1170;;60;;;240;;;381;;72;;29;;;122;57;;72;;7;44;399;;4061;65827;;;;;;;;;;29;29;4056;;;;;1838;156;;;321;;1348;30;;75;;;853;613;671;72;44;248;;;;;;160;548;53;;;52;375267;100;3192;60;10929;;11;425;;57;2003;;;112;44;30;Ukraine;375267
Portugal;;24;118;;264;154254;;;654;34;;751;245;5;;;165;;82;2120;;15;;;32;;27;;35931;;;395;;;36695;;35;5657;;;;;119;1452;57;1816;229;;1148;;;57;58;250;;11;81;2;1018;315;;;22;140;64;14;34;;141;7;;;;196;75053;;;45;15;88;19705;33;;81;;;;;15;186;13671;;;;;136;20;4184;59;113;34;356;;60;1436;16;175;6;58;94;;;;;44;36;;18;5;2;82;2341;22;119;23;;26;13;;;18;;;134;;;;51;;853;73598;;;;20;2476;;29;;;91;;;177;;540;;75;;14;127;160;224;;;;46;1915;;1766;1468;;;;;;;;;8820;;396;99;;26;15;;18;18;;;8622;;12207;7;;;;103;466;8128;21;;39;6;1411;18;;;;32;66;;;;36;6899;;8269;104;6236;;84;11;;18220;12;;;;;852;Angola;154254
Puerto_Rico;;;;;;;;;1245;;;;;;;;;;;;;;;;115;;;;195;;;;;;;;;244;;;;;879;826;;;3601;;;;531;;;19293;;;;;;;;2575;49325;675;72;504;;;;;;;;;294;;;;;;1662;;;;;;;;515;;;104;310;;446;;;101;;;;;;91;448;88;172;185;;;;;;;;36;;;;;;;;;;;;;;;;;;2302;;;;;;;;;;;;55;;;483;;;;;;;;;1661;;;916;289;37;71;;;78;;;;;;;;;;;;;;;;;;;;;;;;;;;4168;;;;;;;;;;36;;;;;;357;;44;;;;;;;356;;230426;939;;;;1617;130;;;;;;United_States_of_America;230426
Qatar;417;;;;;;;;;;;;;;;91;43199;;;;;;;;;;;;;;;;;;;;;;;;9228;;;;;;;;;;;;;;;;;;;;;;;;271;;;694;;986;;;;;202;;;;;;;;;;;;;;;;;;;;;;;2975;130606;;;;;;;;;13371;;;;7067;;;;3377;;;;;;;;;;;;;;;;;;;;;;;;1412;;;;;498;442;;;;;282;;;;;363;;;;;;44332;;;;;;;;;;;;;;;;;;;17817;;;;;;;;;;184;;660;;1033;8393;3452;;;;;571;;2329;;;;;;;300;2508;;;;;;41796;2677;;879;;;;;;;;;11418;;;Indonesia;130606
Republic_of_Korea;;;;;;;;;;;;631;;;;;4103;;;;;;;;;;;;;;;;;;;20;;1818;;;;;;48299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;929;;;;;;799;;;;;;;;;;;;;;;;;849;8121;;;;;;;;8709;;608;;;;0;;;;;;;;;;;;149;;;;;;;;;;;;703;;;;;552;;;956;;;558;;;150;;;;;1674;;;;;;7943;;;;;;;;;1266;;;;;;;;;;;;;;;;;;;;;190;;;1258;;;;;;;;;1588;;;;;;;;;;;;;;;855;;16092;;;1823;;;7664;;;;;;China;48299
Republic_of_Moldova;;;;;;;;;;;;;;2531;;;;;8547;;;;;;;;;;;;;312;;;;;;;;;;;;;;;;;;;;;;;;;350;;;;;;;;;;;;;;;;;;;;;;;2396;384;;;34;;;;;;;;;;;;468;;;;;;;;23;104;;;;13830;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;;;;;;536;272;;;;;;3470;153652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79;;;;;165990;;;;;;;2716;;;;;;;;;Ukraine;165990
R?union;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;952;;;;;;;;;;;;;;;;;;;;;;;;;;;50738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7218;;;;;;;;;2181;3893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;France;50738
Romania;;632;5;;;;;;;1;;;631;;;;5;;;254;;;;;;;;;3;;;21944;;;;;0;;;;;;0;1331;;;;;;;;;;1;;32;691;;;52;;;0;;13;;;;;;;;;;677;;;;;0;2033;0;;4350;;;;;;1;;;;;;7522;;0;;875;638;83;;516;1436;;;527;0;;;;;;;642;;;;;0;;;;;;0;;;;;;;6;;;;;;6;;;;;;165;;;;;1;;;62;;1;;;;0;;;480;79;;;;45512;;;7431;;;;;;;;;;;0;1255;;;;;;;;;;;158;;12;;;;134;85;4579;;;;;;;;;3;1810;;;;;14717;;354;;1055;;;;;5;6;;;;;;Republic_of_Moldova;45512
Russian_Federation;15576;988;1189;1012;;470;300;;572;516425;;743;3905;905728;;;1035;;886234;857;;324;;;368;;776;195;594;;;9934;568;164;50;190;624;396;;132;139;;662;64969;36;;297;15;424;;34;100;313;2513;;466;14104;9245;;2546;;;;313;1488;;33;;65943;372;;;;1899;1481;;;;;653159;149872;263;;1975;;;;;;397;308;;;;;18740;56;8083;336;2829;1213;178;;2641;974;;679;1300;2506132;381;;212;455644;85;100686;1710;;;362;;85879;91;139;9;533;124;167;616;;;;247;;170;;218;22734;551;;1514;105;339;95;;492;376;;191;66;24;1039;;268;1193;51;1367;;72;;117;702;175;32973;125;;107;2017;289707;;4284;;168;;;;;;;36;;278;105;;;;61;;1046;127;;121;241;;850;941;1556;483;;;338;418;4479;410349;78;301;;;;;;526;11200;173279;;31;93;3485074;261;865;244;3051;;498;918869;;376;28489;;117;794;305;258;Ukraine;3485074
Rwanda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39410;;;;;;;;;;;;;;;;;;;;;;;;;93770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51986;;;;24121;;;;;;;;;;;;;Democratic_Republic_of_the_Congo;93770
Saint_Helena;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73;;;;;;;;;;;;;;;;;;;;;;;;;;;282;;;;;;;;;;;;;;United_Kingdom_of_Great_Britain_and_Northern_Ireland;282
Saint_Kitts_and_Nevis;;;;;;;;231;;;;;;;8;;;56;;;;;;;;;;;;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115;;;;;;;;;;;;;;;;;;;;;;;;34;;;;;;443;;;;;;;;;;;;;;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;152;;;;;;;;;;;;350;;;;;;;;;;;Guyana;443
Saint_Lucia;;;;;;;21;65;;;10;9;;;7;;;437;;;0;;3;;;;;;6;2;;;;;;;;143;2;;;;;27;;;;;;;;;;13;;;;;;;;129;26;;;;;;;2;;;;;41;171;;;;;41;13;;;;90;25;;2;;;1108;;;;;;65;;;;;;;9;105;14;;;;;;;;;5;;;;;;;;;;;;;;267;;;;5;;;;;18;;;;;;;11;;0;;;7;;;;;10;;16;;;;;;;9;;;;;;;;;25;;;245;;;;;;;;;;;;;;;5;;;;;;24;;;;16;;;;;;;;438;;;;;;;;;547;;372;11;;;;35;;;;;;0;Guyana;1108
Saint_Pierre_and_Miquelon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;;;;;;;;;;;;France;845
Saint_Vincent_and_the_Grenadines;;;;;;;;53;;;;;;;;;;315;;;;;;;;182;;;;;;;;;;;;148;;;;;;;;;;;;;;;;;139;;;;;;;78;;;;;;;;;;;;;;;;;;;;;;;;392;;;;;;217;;;;;;;;;;;;;;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;216;;;;;;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;871;;;;;;;;;719;;303;;;;;;;;;;;;Trinidad_and_Tobago;871
Samoa;;;;1506;;;;;;;;330;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;84;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;120;;10;;;;;;45;;;;;;;;;;;;;;;;;;;;;;;;;;45;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;1468;;;;7;;;;;;;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;133;72;;;;;;66;;;;41;;365;;;;15;;;;;;;;American_Samoa;1506
San_Marino;;28;;;;;;;74;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;;;;71;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;Italy;3273
Sao_Tome_and_Principe;;;;;;556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;286;;;;;;;;;;;221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;228;;;;;;;;;;;;;;;;;;;;;;;212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cabo_Verde;3343
Saudi_Arabia;170388;;;;;;;;;;;;;;;;491297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;366429;;;;;62534;;;;;;;;;;;;;;;;;;;;;;;;;;;;929709;650793;;33020;;;;;;;92523;;;;;;;;58626;;;;;;;;;;;;;;;;;;;;;;;;;;101950;;;182078;;;;;;;;;;;570555;;;;;;245507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;205566;;183214;;;;;313441;;;;;;;;;;;;;;;;;;;;;;;;;;;;293143;;;India;929709
Senegal;;;3622;;;;;;;;;;;;;;;;;;;3120;;;;;;;560;;;;;;;;875;;;;;;;;;;;;;;;2428;;;;;;;;;;;;;;;;;;;;;;;11977;;;;4458;;754;1543;;;;;;;;44519;24916;;;;;;;;;;;;;;;;;;;;;;;;;952;;;;;;;;;;;29450;;;;98848;;;;;;;;;3560;;;;;;;;;;1460;733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1230;;;;12876;;;;;;;;;;;;;;;;;;;;;;1443;;;;;;;;;;;;;;692;;;;;;;;;;;;Mauritania;98848
Serbia;;364;41;;;;;;38;122;;525;5461;;;;;;104;108;;;;;;;266909;;42;;;884;;;;;;19;;;;;;1375;;;;;;;;;225683;22;;134;400;;;91;;;;;59;;;;;;;;;25;168;;;;;37;502;22;;713;;;;;;;;;;;;1404;;229;24;50;137;40;;84;540;;29;77;75;;;51;;;;35;;;291;;21;70;;;;;;41;;;;;;19;;;;60383;;25;;;;;;586;;18;;;;;;17;;;;;;;38;33;517;29;;;19;179;;2815;2297;;;;;;;;;;;;;;;;;371;8530;;;39;;122;;58;;;;929;2228;94;;;40287;;;;;;30;302;22;;;;994;18;504;;1003;;;61;;27;;;;;44;21;Bosnia_and_Herzegovina;266909
Seychelles;;;;;;;;;;;;59;;;;;14;;;26;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;26;;;;;;;;;;;;;;;;;;;;;167;;;;;;48;;;;;;;;;;;;;;;;;1651;114;;;;;;29;;;;;178;;;;;;;;;;;;;279;;;1;;;;;;383;;;;;;;;;;;;;33;;;;;;32;;;;;17;;;;;;229;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;13;224;;10;391;;;;;;;;;237;;;;;;;;;;;;5;;;223;;;;;;;;;;;;;;India;1651
Sierra_Leone;;;;;;;;;;;;;;;;;;;;;;255;;;;;;;;;;;34;;4;;;37;;;;;;273;;;;;;;;72;;;;;;6;;;;;;;;;;;;;;;;;;;;;5110;;131;1274;;;;;;;;72439;23;;;;;;;395;;;;;;;;;6;;;;;;;;;2136;;15725;;;;;;;;;1904;;;;138;;;;;;;;;;;;;;;;;;;157;2063;;;;;;;;;;;;;;;;14;;;;73;;;;;;;;;;;718;;;;;;;;;;233;;;;;;;;;;;;;;;41;;;;;;;;;;;;595;;493;;;;;;;;;;;;Guinea;72439
Singapore;;;;;;;;;;;;3577;;;;;18587;;;;;;;;;;;;;;;;;;;;;816;;;;;;191075;31708;10309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29739;34241;;;;;;;;;;;;;;;;;;;;;;;;;;431854;;;;;;;;;;;;;;;;;;;;;;;1389;;;;;;;;26021;;;;;;2480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5078;;;;;;;;;3032;;;;;;;;;;;;;;;;;3949;;;;;;;;;;;;Malaysia;431854
Sint_Maarten_(Dutch_part);;;;;;;0;0;;;0;;;;;;;0;;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;;;0;;;;;;;0;0;;;;;;;0;0;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;0;0;;;;;0;0;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;0;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;0;0;;;;0;;;;;;;Anguilla;0
Slovakia;54;29;32;;;11;;;32;57;;85;1033;11;;;;;87;259;;;;;;;133;;30;;;790;;;;;;144;;;43;;8;320;;;16;;6;;;;273;49;;32;37416;;;72;;;;10;55;;;;15;10;;;;44;1071;;;;;27;1460;5;;119;;;;;;;;;;;;7727;13;45;7;40;25;233;;58;793;;41;19;78;7;;25;7;;40;36;;;18;;42;20;;;;;;6;;;;;;24;;;22;14;;15;;;;;;163;;10;;;30;;;197;;25;;;;;17;8;2476;46;;;152;35;;2843;1073;;;;;;;;;;10;;709;;;;;;95;;;33;;240;;13;;;;76;186;81;;18;231;;;;;;43;92;;;;;4039;20;1426;;743;;;16;;;713;;;12;;;Czech_Republic;37416
Slovenia;2;51;8;;;;;;129;;;220;3564;;;;;;34;239;;;;;;;70441;;14;;;75;;;;;0;246;;25;;;14;132;;;4;;;;;;49197;4;;;349;;;19;;;6;;29;;;;0;;;;;4;1262;;;;;;6970;10;;54;;;;;;;;;;;;329;;22;4;17;25;3;;5;3670;;16;16;7;10;;;;;6;8;;;16;;3;25;;;;;;;;;;;;10;;;;2630;;5;;;;;;246;;2;;;4;;;;;5;;;;;7;5;133;6;;;1;36;;93;372;;;;;;;;;;;;24679;;;;;76;;;;9;;278;;;8;;;225;744;1;;10;6599;;;;;;4;10;;;;;193;;106;;564;;;4;;9;;;;;;;Bosnia_and_Herzegovina;70441
Solomon_Islands;;;;;;;;;;;;356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;218;;;;;;;;;;;;;;;;;;;;;;;;;;85;;;;;;;;100;;;;980;;;;;;;;;;;;;;132;;;;;;;;;;;;;;;;;;;;;;128;140;;;;;;;;;;;1098;;;146;;;;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;;134;;;;9;;;;;;;;Papua_New_Guinea;1098
Somalia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;18044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ethiopia;18044
